date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:05:03	103641/103641	---M--	200	added ('OK')	image/jpeg	etag:%2273c112e61f2d62a638aff8368f965a01%22	https://i.imgur.com/BH2kcm6.jpg	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/BH2kcm6.jpg	(from https://dinhduyvinh.id.vn/)
15:05:03	383872/383872	---M--	200	added ('OK')	image/png	etag:%229ce1e3a34dee7cd18c9082f11b020c19%22	https://i.imgur.com/KnsdSfm.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/KnsdSfm.png	(from https://dinhduyvinh.id.vn/)
15:05:03	129137/129137	---M--	200	added ('OK')	image/jpeg	etag:%22ab7f14e381190a2b0eb2433b51393798%22	https://i.imgur.com/24UEOLu.jpg	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/24UEOLu.jpg	(from https://dinhduyvinh.id.vn/)
15:05:03	61127/61127	---M--	200	added ('OK')	image/jpeg	etag:%2242279164908e4c9ead2fd8abf3586e90%22	https://i.imgur.com/YVt03sV.jpg	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/YVt03sV.jpg	(from https://dinhduyvinh.id.vn/)
15:05:04	199052/199052	---M--	200	added ('OK')	image/jpeg	etag:%22dff2fe1ee199448e44de278a57e7ce26%22	https://i.imgur.com/eSE8Nws.jpg	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/eSE8Nws.jpg	(from https://dinhduyvinh.id.vn/)
15:05:04	102330/102330	---M--	200	added ('OK')	image/png	etag:%22547854d56545af32640cd847ea061519%22	https://i.imgur.com/rRVLLtE.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/rRVLLtE.png	(from https://dinhduyvinh.id.vn/)
15:05:05	82249/82249	---MCZ	200	added ('OK')	text/html	etag:W/%22b96c45ff444706de7985e3250b94a856%22	https://dinhduyvinh.id.vn/game	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game	(from https://dinhduyvinh.id.vn/)
15:05:05	50323/50323	---M--	200	added ('OK')	image/jpeg	etag:%22f694beb0f6ae92d3429d82eb41b97a04%22	https://i.imgur.com/Y4HF5li.jpg	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/Y4HF5li.jpg	(from https://dinhduyvinh.id.vn/)
15:05:05	16613/16613	---MCZ	200	added ('OK')	application/javascript	etag:W/%2231b5bf14639314a891b5ae60b463439a%22	https://dinhduyvinh.id.vn/assets/js/scrollreveal.min.js	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/assets/js/scrollreveal.min.js	(from https://dinhduyvinh.id.vn/)
15:05:05	83118/83118	---MCZ	200	added ('OK')	application/javascript	etag:W/%2242833a3f936e19cf5f8d4c8ffead2bfc%22	https://dinhduyvinh.id.vn/assets/js/main.js	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/assets/js/main.js	(from https://dinhduyvinh.id.vn/)
15:05:06	680/680	---M--	200	added ('OK')	image/png	etag:%22v16d2%22	https://1.bp.blogspot.com/-qbWo9mPKO2Y/YL9utYdQBdI/AAAAAAAAFs4/mtjGu6u2uGwtJsT4gZG4lbhLV1a5lG6OQCLcBGAsYHQ/s0/mouse-f1.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/1.bp.blogspot.com/-qbWo9mPKO2Y/YL9utYdQBdI/AAAAAAAAFs4/mtjGu6u2uGwtJsT4gZG4lbhLV1a5lG6OQCLcBGAsYHQ/s0/mouse-f1.png	(from https://dinhduyvinh.id.vn/)
15:05:06	1604/1604	---M--	200	added ('OK')	image/png	etag:%22v16d2%22	https://1.bp.blogspot.com/-nYv2dLl3oXY/YL9utYBCh8I/AAAAAAAAFtA/wII4lVw5w4k-4isGMY41heTqk8U4TJujgCLcBGAsYHQ/s0/mouse-f2.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/1.bp.blogspot.com/-nYv2dLl3oXY/YL9utYBCh8I/AAAAAAAAFtA/wII4lVw5w4k-4isGMY41heTqk8U4TJujgCLcBGAsYHQ/s0/mouse-f2.png	(from https://dinhduyvinh.id.vn/)
15:05:06	551/551	---M-Z	200	added ('OK')	application/javascript	etag:W/%22227-d6mY+0O/nFGVeEMj0rGIaxqRFow%22	https://cdn.jsdelivr.net/gh/CDNSFree2/heartclick.js@main/heartclick.js	C:/My%20Web%20Sites/thongtin%20ca%20nhan/cdn.jsdelivr.net/gh/CDNSFree2/heartclick.js@main/heartclick.js	(from https://dinhduyvinh.id.vn/)
15:05:07	403228/403228	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226271c-POiqk/26zwHcfv1DP/14PLgVAIE%22	https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.eot?t=1590207869815	C:/My%20Web%20Sites/thongtin%20ca%20nhan/cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicondf6d.eot	(from https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.css)
15:05:07	125268/125268	---M--	200	added ('OK')	font/woff2	etag:W/%221e954-TTdav0PtGKpUJkwbWXFLClnFk6Q%22	https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.woff2?t=1590207869815	C:/My%20Web%20Sites/thongtin%20ca%20nhan/cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicondf6d.woff2	(from https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.css)
15:05:07	172876/172876	---M--	200	added ('OK')	font/woff	etag:W/%222a34c-nvsPvvw4gOfwtm5Y9S+FGQ/d0nk%22	https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.woff?t=1590207869815	C:/My%20Web%20Sites/thongtin%20ca%20nhan/cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicondf6d.woff	(from https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.css)
15:05:08	403056/403056	---M-Z	200	added ('OK')	font/ttf	etag:W/%2262670-hAqCFW89079bDo0oUuIyvRqS7t0%22	https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.ttf?t=1590207869815	C:/My%20Web%20Sites/thongtin%20ca%20nhan/cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicondf6d.ttf	(from https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.css)
15:05:08	1195522/1195522	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22123e02-RFSTKqSIOQG9AFD0KBuq2CFvsSg%22	https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.svg?t=1590207869815	C:/My%20Web%20Sites/thongtin%20ca%20nhan/cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicondf6d.svg	(from https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.css)
15:05:09	21237/21237	---M--	200	added ('OK')	image/png	etag:%22bc1132df313f42241e2e89d05dd152b7%22	https://i.imgur.com/rITcnqj.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/rITcnqj.png	(from https://dinhduyvinh.id.vn/game)
15:05:09	82249/82249	---MCZ	200	added ('OK')	text/html	etag:W/%22b96c45ff444706de7985e3250b94a856%22	https://dinhduyvinh.id.vn/game/	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game/index.html	(from https://dinhduyvinh.id.vn/game)
15:05:09	156228/156228	---MCZ	200	added ('OK')	text/css	etag:W/%22aa1272633e7e552395d147a499bad186%22	https://pro.fontawesome.com/releases/v5.10.0/css/all.css	C:/My%20Web%20Sites/thongtin%20ca%20nhan/pro.fontawesome.com/releases/v5.10.0/css/all.css	(from https://dinhduyvinh.id.vn/game)
15:05:10	52789/52789	---M-Z	200	added ('OK')	text/css	etag:%22649564fe-f15%22	https://cdnjs.cloudflare.com/ajax/libs/animate.css/3.5.2/animate.min.css	C:/My%20Web%20Sites/thongtin%20ca%20nhan/cdnjs.cloudflare.com/ajax/libs/animate.css/3.5.2/animate.min.css	(from https://dinhduyvinh.id.vn/game)
15:05:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Aug%202023%2008:05:11%20GMT	https://imgur.com/UMJIdMG.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/imgur.com/UMJIdMG.22.delayed	(from https://dinhduyvinh.id.vn/game)
15:05:11	9163/9163	---M--	200	added ('OK')	image/png	etag:%22a252726957a49bc250cd52ff389864f8%22	https://i.imgur.com/UMJIdMG.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/UMJIdMG.png	(from https://dinhduyvinh.id.vn/game)
15:05:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Aug%202023%2008:05:13%20GMT	https://imgur.com/DmWi8p0.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/imgur.com/DmWi8p0.24.delayed	(from https://dinhduyvinh.id.vn/game)
15:05:12	1888/1888	---M--	200	added ('OK')	image/png	etag:%224d10c91c8e2517983c02a438ff2a85b5%22	https://i.imgur.com/DmWi8p0.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/DmWi8p0.png	(from https://dinhduyvinh.id.vn/game)
15:05:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Aug%202023%2008:05:14%20GMT	https://imgur.com/uCHgbpm.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/imgur.com/uCHgbpm.26.delayed	(from https://dinhduyvinh.id.vn/game)
15:05:14	14140/14140	---M--	200	added ('OK')	image/png	etag:%223574c01c3924079b2ae4ca54922b6610%22	https://i.imgur.com/uCHgbpm.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/uCHgbpm.png	(from https://dinhduyvinh.id.vn/game)
15:05:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Aug%202023%2008:05:15%20GMT	https://imgur.com/i5oqtxt.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/imgur.com/i5oqtxt.28.delayed	(from https://dinhduyvinh.id.vn/game)
15:05:14	11326/11326	---M--	200	added ('OK')	image/png	etag:%2288a6f71f5a7a2ef07bf8573e17346f32%22	https://i.imgur.com/i5oqtxt.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/i5oqtxt.png	(from https://dinhduyvinh.id.vn/game)
15:05:15	17682/17682	---MCZ	200	added ('OK')	text/html	etag:W/%220589d5581bf8af8b2e092f9795ffb392%22	https://dinhduyvinh.id.vn/game/stick-hero.html	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game/stick-hero.html	(from https://dinhduyvinh.id.vn/game)
15:05:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Aug%202023%2008:05:17%20GMT	https://imgur.com/uYpLBaI.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/imgur.com/uYpLBaI.2b.delayed	(from https://dinhduyvinh.id.vn/game)
15:05:16	20170/20170	---M--	200	added ('OK')	image/png	etag:%2283a2df4588218be911e02011f91ef2c2%22	https://i.imgur.com/uYpLBaI.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/uYpLBaI.png	(from https://dinhduyvinh.id.vn/game)
15:05:17	21014/21014	---MCZ	200	added ('OK')	text/html	etag:W/%2220a5970136f10d3911a69ada0917c134%22	https://dinhduyvinh.id.vn/game/pacman.html	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game/pacman.html	(from https://dinhduyvinh.id.vn/game)
15:05:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Aug%202023%2008:05:18%20GMT	https://imgur.com/XN2vxP3.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/imgur.com/XN2vxP3.2e.delayed	(from https://dinhduyvinh.id.vn/game)
15:05:17	69405/69405	---M--	200	added ('OK')	image/png	etag:%229f506282efd99e967598ba351cf10a16%22	https://i.imgur.com/XN2vxP3.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/XN2vxP3.png	(from https://dinhduyvinh.id.vn/game)
15:05:18	19001/19001	---MCZ	200	added ('OK')	text/html	etag:W/%2252eb0e60942a6508094110d4dc328007%22	https://dinhduyvinh.id.vn/game/stack-game.html	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game/stack-game.html	(from https://dinhduyvinh.id.vn/game)
15:05:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Aug%202023%2008:05:19%20GMT	https://imgur.com/04QTg28.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/imgur.com/04QTg28.31.delayed	(from https://dinhduyvinh.id.vn/game)
15:05:19	20942/20942	---M--	200	added ('OK')	image/png	etag:%2201d3a96d66bca1e0e33994c6510c19c0%22	https://i.imgur.com/04QTg28.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/04QTg28.png	(from https://dinhduyvinh.id.vn/game)
15:05:20	202370/202370	---MCZ	200	added ('OK')	text/html	etag:W/%22930398112a2fcad01b3fdc529e9e545c%22	https://dinhduyvinh.id.vn/game/2048.html	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game/2048.html	(from https://dinhduyvinh.id.vn/game)
15:05:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Aug%202023%2008:05:21%20GMT	https://imgur.com/SAuqgjT.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/imgur.com/SAuqgjT.34.delayed	(from https://dinhduyvinh.id.vn/game)
15:05:20	26867/26867	---M--	200	added ('OK')	image/png	etag:%22c63644a8549189e390915d196e795fec%22	https://i.imgur.com/SAuqgjT.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/SAuqgjT.png	(from https://dinhduyvinh.id.vn/game)
15:05:20	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202023%2008:05:21%20GMT	https://dinhduyvinh.id.vn/GameCaro	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/GameCaro	(from https://dinhduyvinh.id.vn/game)
15:05:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Aug%202023%2008:05:22%20GMT	https://imgur.com/ZEKbaEl.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/imgur.com/ZEKbaEl.37.delayed	(from https://dinhduyvinh.id.vn/game)
15:05:22	21782/21782	---M--	200	added ('OK')	image/png	etag:%2268841c61591d11fb25b62e71b7e56b70%22	https://i.imgur.com/ZEKbaEl.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/ZEKbaEl.png	(from https://dinhduyvinh.id.vn/game)
15:05:22	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202023%2008:05:23%20GMT	https://dinhduyvinh.id.vn/chess	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/chess	(from https://dinhduyvinh.id.vn/game)
15:05:22	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.css)
15:05:26	5423/5423	---MCZ	200	added ('OK')	text/html	etag:W/%22d3768f81fa68b6784a5be6313115adda%22	https://dinhduyvinh.id.vn/game/GameCaro	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game/GameCaro	(from https://dinhduyvinh.id.vn/game/)
15:05:26	24684/24684	---MCZ	200	added ('OK')	text/html	etag:W/%22f09a0b0b7f12508f00c70617ee73c148%22	https://dinhduyvinh.id.vn/game/chess	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game/chess	(from https://dinhduyvinh.id.vn/game/)
15:05:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Aug%202023%2008:05:28%20GMT	http://cdn.jsdelivr.net/npm/phaser@3.12/dist/phaser.js	C:/My%20Web%20Sites/thongtin%20ca%20nhan/cdn.jsdelivr.net/npm/phaser@3.12/dist/phaser.3d.delayed	(from https://dinhduyvinh.id.vn/game/pacman.html)
15:05:27	30597/30597	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Aug%202023%2002:54:25%20GMT	https://www.blogger.com/static/v1/widgets/55013136-widget_css_bundle.css	C:/My%20Web%20Sites/thongtin%20ca%20nhan/www.blogger.com/static/v1/widgets/55013136-widget_css_bundle.css	(from https://dinhduyvinh.id.vn/game/stick-hero.html)
15:05:28	93239/93239	---M-Z	200	added ('OK')	application/javascript	etag:%229e99725b7a4cd730a934afba2a438bb5+gzip%22	https://platform.twitter.com/widgets.js	C:/My%20Web%20Sites/thongtin%20ca%20nhan/platform.twitter.com/widgets.js	(from https://dinhduyvinh.id.vn/game/pacman.html)
15:05:28	4873842/4873842	---M-Z	200	added ('OK')	application/javascript	etag:W/%224a5e72-tjZrxRsvfPiXHlV9Q0AMdccKx4o%22	https://cdn.jsdelivr.net/npm/phaser@3.12/dist/phaser.js	C:/My%20Web%20Sites/thongtin%20ca%20nhan/cdn.jsdelivr.net/npm/phaser@3.12/dist/phaser.js	(from https://dinhduyvinh.id.vn/game/pacman.html)
15:05:29	1717/1717	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Aug%202023%2008:05:30%20GMT	https://raw.githubusercontent.com/kudchikarsk/phaser-pacman/master/assets/images/pacmansprites.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/raw.githubusercontent.com/kudchikarsk/phaser-pacman/master/assets/images/pacmansprites.png	(from https://dinhduyvinh.id.vn/game/pacman.html)
15:05:29	3739/3739	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Aug%202023%2008:05:30%20GMT	https://raw.githubusercontent.com/kudchikarsk/phaser-pacman/master/assets/images/background.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/raw.githubusercontent.com/kudchikarsk/phaser-pacman/master/assets/images/background.png	(from https://dinhduyvinh.id.vn/game/pacman.html)
15:05:30	81/81	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Aug%202023%2008:05:31%20GMT	https://raw.githubusercontent.com/kudchikarsk/phaser-pacman/master/assets/images/pac%20man%20pill/spr_pill_0.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/raw.githubusercontent.com/kudchikarsk/phaser-pacman/master/assets/images/pac%20man%20pill/spr_pill_0.png	(from https://dinhduyvinh.id.vn/game/pacman.html)
15:05:30	137/137	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Aug%202023%2008:05:31%20GMT	https://raw.githubusercontent.com/kudchikarsk/phaser-pacman/master/assets/images/pac%20man%20life%20counter/spr_lifecounter_0.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/raw.githubusercontent.com/kudchikarsk/phaser-pacman/master/assets/images/pac%20man%20life%20counter/spr_lifecounter_0.png	(from https://dinhduyvinh.id.vn/game/pacman.html)
15:05:30	721/721	---M--	200	added ('OK')	image/png	etag:%2278d6b6f9b57cd2c64d0df7f8af74f98d%22	https://i.imgur.com/5v5M8gh.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/5v5M8gh.png	(from https://dinhduyvinh.id.vn/game/stack-game.html)
15:05:31	1496/1496	---M--	200	added ('OK')	image/png	etag:%222a0cec0905a2341a33ba02eea0f00152%22	https://i.imgur.com/IXULuQ1.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/i.imgur.com/IXULuQ1.png	(from https://dinhduyvinh.id.vn/game/stack-game.html)
15:05:31	504438/504438	---M-Z	200	added ('OK')	application/javascript	etag:%226499d952-1fafc%22	https://cdnjs.cloudflare.com/ajax/libs/three.js/r83/three.min.js	C:/My%20Web%20Sites/thongtin%20ca%20nhan/cdnjs.cloudflare.com/ajax/libs/three.js/r83/three.min.js	(from https://dinhduyvinh.id.vn/game/stack-game.html)
15:05:33	107961/107961	---M-Z	200	added ('OK')	application/javascript	etag:%226497e18d-8d03%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/latest/TweenMax.min.js	C:/My%20Web%20Sites/thongtin%20ca%20nhan/cdnjs.cloudflare.com/ajax/libs/gsap/latest/TweenMax.min.js	(from https://dinhduyvinh.id.vn/game/stack-game.html)
15:05:33	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202023%2008:05:34%20GMT	https://dinhduyvinh.id.vn/game/image/logo.png	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game/image/logo.png	(from https://dinhduyvinh.id.vn/game/GameCaro)
15:05:33	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202023%2008:05:34%20GMT	https://dinhduyvinh.id.vn/game/document/style.css	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game/document/style.css	(from https://dinhduyvinh.id.vn/game/GameCaro)
15:05:33	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202023%2008:05:34%20GMT	https://dinhduyvinh.id.vn/game/sound/win.mp3	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game/sound/win.mp3	(from https://dinhduyvinh.id.vn/game/GameCaro)
15:05:33	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202023%2008:05:34%20GMT	https://dinhduyvinh.id.vn/game/sound/click.mp3	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game/sound/click.mp3	(from https://dinhduyvinh.id.vn/game/GameCaro)
15:05:34	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202023%2008:05:34%20GMT	https://dinhduyvinh.id.vn/game/sound/draw.mp3	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game/sound/draw.mp3	(from https://dinhduyvinh.id.vn/game/GameCaro)
15:05:34	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202023%2008:05:35%20GMT	https://dinhduyvinh.id.vn/game/document/app.js	C:/My%20Web%20Sites/thongtin%20ca%20nhan/dinhduyvinh.id.vn/game/document/app.js	(from https://dinhduyvinh.id.vn/game/GameCaro)
